

Measurement ID,6345
Battery Name,LG M50
Battery Type,
Circuit,MCCD_1268
Program,168 - MSM_Rate_2C
Start Time,24/08/2020 10:58:37
End Time,25/08/2020 04:30:50
Test section,TS006038
Comment,
OrderNo,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTempPositive,LogTempMid,LogTempNegative,
5,PAU,1560.037,1560.321,0,0,MSM_Rate_2C,3.16113,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.60000,
5,PAU,1680.062,1680.346,0,0,MSM_Rate_2C,3.16113,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.60000,
5,PAU,1800.096,1800.380,0,0,MSM_Rate_2C,3.16113,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.60000,
5,PAU,1920.064,1920.348,0,0,MSM_Rate_2C,3.16124,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.60000,
5,PAU,2040.050,2040.334,0,0,MSM_Rate_2C,3.16124,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.60000,
5,PAU,2160.037,2160.321,0,0,MSM_Rate_2C,3.16124,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.60000,
5,PAU,2280.095,2280.379,0,0,MSM_Rate_2C,3.16124,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.60000,
5,PAU,2400.043,2400.327,0,0,MSM_Rate_2C,3.16135,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.60000,
5,PAU,2520.073,2520.357,0,0,MSM_Rate_2C,3.16135,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,2640.087,2640.371,0,0,MSM_Rate_2C,3.16135,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,2760.035,2760.319,0,0,MSM_Rate_2C,3.16146,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,2880.079,2880.363,0,0,MSM_Rate_2C,3.16146,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,3000.046,3000.330,0,0,MSM_Rate_2C,3.16146,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,3120.079,3120.363,0,0,MSM_Rate_2C,3.16146,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,3240.111,3240.395,0,0,MSM_Rate_2C,3.16157,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,3360.193,3360.477,0,0,MSM_Rate_2C,3.16157,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,3480.118,3480.402,0,0,MSM_Rate_2C,3.16157,0.00000,0.00000,0.00000,0.00000,0.00000,9.40000,9.60000,9.50000,
5,PAU,3600.092,3600.376,0,0,MSM_Rate_2C,3.16157,0.00000,0.00000,0.00000,0.00000,0.00000,9.40000,9.60000,9.50000,
5,PAU,3720.045,3720.329,0,0,MSM_Rate_2C,3.16157,0.00000,0.00000,0.00000,0.00000,0.00000,9.40000,9.60000,9.50000,
5,PAU,3840.084,3840.368,0,0,MSM_Rate_2C,3.16168,0.00000,0.00000,0.00000,0.00000,0.00000,9.40000,9.60000,9.50000,
5,PAU,3960.081,3960.365,0,0,MSM_Rate_2C,3.16168,0.00000,0.00000,0.00000,0.00000,0.00000,9.40000,9.60000,9.50000,
5,PAU,4080.163,4080.447,0,0,MSM_Rate_2C,3.16168,0.00000,0.00000,0.00000,0.00000,0.00000,9.40000,9.60000,9.50000,
5,PAU,4200.097,4200.381,0,0,MSM_Rate_2C,3.16168,0.00000,0.00000,0.00000,0.00000,0.00000,9.40000,9.60000,9.50000,
5,PAU,4320.167,4320.451,0,0,MSM_Rate_2C,3.16179,0.00000,0.00000,0.00000,0.00000,0.00000,9.40000,9.60000,9.50000,
5,PAU,4440.158,4440.442,0,0,MSM_Rate_2C,3.16179,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,4560.067,4560.351,0,0,MSM_Rate_2C,3.16179,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,4680.085,4680.369,0,0,MSM_Rate_2C,3.16179,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,4800.052,4800.336,0,0,MSM_Rate_2C,3.16179,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,4920.111,4920.395,0,0,MSM_Rate_2C,3.16190,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,5040.045,5040.329,0,0,MSM_Rate_2C,3.16190,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,5160.151,5160.435,0,0,MSM_Rate_2C,3.16190,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,5280.038,5280.322,0,0,MSM_Rate_2C,3.16190,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,5400.075,5400.359,0,0,MSM_Rate_2C,3.16201,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,5520.083,5520.367,0,0,MSM_Rate_2C,3.16201,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,5640.213,5640.497,0,0,MSM_Rate_2C,3.16201,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,5760.078,5760.362,0,0,MSM_Rate_2C,3.16201,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,5880.183,5880.467,0,0,MSM_Rate_2C,3.16201,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,6000.046,6000.330,0,0,MSM_Rate_2C,3.16213,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,6120.092,6120.376,0,0,MSM_Rate_2C,3.16213,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,6240.027,6240.311,0,0,MSM_Rate_2C,3.16213,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,6360.104,6360.388,0,0,MSM_Rate_2C,3.16213,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,6480.113,6480.397,0,0,MSM_Rate_2C,3.16224,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,6600.161,6600.445,0,0,MSM_Rate_2C,3.16224,0.00000,0.00000,0.00000,0.00000,0.00000,9.40000,9.60000,9.50000,
5,PAU,6720.043,6720.327,0,0,MSM_Rate_2C,3.16224,0.00000,0.00000,0.00000,0.00000,0.00000,9.40000,9.60000,9.50000,
5,PAU,6840.119,6840.403,0,0,MSM_Rate_2C,3.16224,0.00000,0.00000,0.00000,0.00000,0.00000,9.40000,9.60000,9.50000,
5,PAU,6960.063,6960.347,0,0,MSM_Rate_2C,3.16235,0.00000,0.00000,0.00000,0.00000,0.00000,9.40000,9.60000,9.50000,
5,PAU,7080.176,7080.460,0,0,MSM_Rate_2C,3.16235,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,7200.038,7200.322,0,0,MSM_Rate_2C,3.16235,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
5,PAU,7200.099,7200.383,0,0,MSM_Rate_2C,3.16235,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
7,RANGE,0.000,7200.445,1,1,MSM_Rate_2C,3.16235,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
7,RANGE,0.000,7200.445,1,1,MSM_Rate_2C,3.16235,0.00000,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
8,CHA,0.000,7200.447,1,1,MSM_Rate_2C,3.24264,1.66642,0.00000,0.00000,0.00000,0.00000,9.50000,9.60000,9.50000,
8,CHA,0.086,7200.533,1,1,MSM_Rate_2C,3.27890,1.66787,0.00000,0.00000,0.00000,5.40361,9.50000,9.60000,9.50000,
8,CHA,0.357,7200.804,1,1,MSM_Rate_2C,3.29002,1.66823,0.00015,0.00000,0.00049,5.48016,9.50000,9.60000,9.50000,
8,CHA,0.477,7200.924,1,1,MSM_Rate_2C,3.30348,1.66895,0.00027,0.00000,0.00090,5.50046,9.50000,9.60000,9.50000,
8,CHA,1.078,7201.525,1,1,MSM_Rate_2C,3.31271,1.66967,0.00054,0.00000,0.00177,5.53114,9.50000,9.60000,9.50000,
8,CHA,1.140,7201.587,1,1,MSM_Rate_2C,3.31415,1.66967,0.00054,0.00000,0.00177,5.53114,9.50000,9.60000,9.50000,
8,CHA,2.070,7202.517,1,1,MSM_Rate_2C,3.31927,1.66967,0.00094,0.00000,0.00312,5.54173,9.50000,9.60000,9.50000,
8,CHA,3.062,7203.509,1,1,MSM_Rate_2C,3.32261,1.66967,0.00146,0.00000,0.00482,5.54767,9.50000,9.60000,9.50000,
8,CHA,3.519,7203.966,1,1,MSM_Rate_2C,3.32416,1.67004,0.00169,0.00000,0.00558,5.54990,9.50000,9.60000,9.50000,
8,CHA,4.063,7204.510,1,1,MSM_Rate_2C,3.32516,1.66967,0.00187,0.00000,0.00619,5.55176,9.50000,9.60000,9.50000,
8,CHA,5.117,7205.564,1,1,MSM_Rate_2C,3.32750,1.66967,0.00235,0.00000,0.00781,5.55547,9.50000,9.60000,9.50000,
8,CHA,6.107,7206.554,1,1,MSM_Rate_2C,3.32939,1.66967,0.00289,0.00000,0.00961,5.55900,9.50000,9.60000,9.50000,
8,CHA,7.034,7207.481,1,1,MSM_Rate_2C,3.33117,1.67004,0.00334,0.00000,0.01110,5.56317,9.50000,9.60000,9.50000,
8,CHA,8.009,7208.456,1,1,MSM_Rate_2C,3.33295,1.66967,0.00372,0.00000,0.01235,5.56475,9.50000,9.60000,9.50000,
8,CHA,8.690,7209.137,1,1,MSM_Rate_2C,3.33417,1.66967,0.00405,0.00000,0.01346,5.56661,9.50000,9.60000,9.50000,
8,CHA,9.008,7209.455,1,1,MSM_Rate_2C,3.33473,1.66967,0.00426,0.00000,0.01415,5.56791,9.50000,9.60000,9.50000,
8,CHA,10.023,7210.470,1,1,MSM_Rate_2C,3.33617,1.66967,0.00463,0.00000,0.01540,5.57014,9.50000,9.60000,9.50000,
8,CHA,11.044,7211.491,1,1,MSM_Rate_2C,3.33784,1.67004,0.00520,0.00000,0.01730,5.57432,9.50000,9.60000,9.50000,
8,CHA,12.043,7212.490,1,1,MSM_Rate_2C,3.33951,1.66967,0.00563,0.00000,0.01872,5.57534,9.50000,9.60000,9.50000,
8,CHA,13.037,7213.484,1,1,MSM_Rate_2C,3.34073,1.66967,0.00613,0.00000,0.02039,5.57794,9.50000,9.60000,9.50000,
8,CHA,14.030,7214.477,1,1,MSM_Rate_2C,3.34218,1.67004,0.00649,0.00000,0.02160,5.58017,9.50000,9.60000,9.50000,
8,CHA,15.026,7215.473,1,1,MSM_Rate_2C,3.34363,1.66967,0.00702,0.00000,0.02339,5.58277,9.50000,9.60000,9.50000,
8,CHA,15.416,7215.863,1,1,MSM_Rate_2C,3.34440,1.66967,0.00723,0.00000,0.02408,5.58407,9.50000,9.60000,9.50000,
8,CHA,16.078,7216.525,1,1,MSM_Rate_2C,3.34507,1.66967,0.00748,0.00000,0.02493,5.58518,9.50000,9.60000,9.50000,
8,CHA,17.072,7217.519,1,1,MSM_Rate_2C,3.34652,1.67004,0.00790,0.00000,0.02632,5.58862,9.50000,9.60000,9.50000,
8,CHA,17.988,7218.435,1,1,MSM_Rate_2C,3.34785,1.66967,0.00839,0.00000,0.02796,5.58982,9.50000,9.60000,9.50000,
8,CHA,19.025,7219.472,1,1,MSM_Rate_2C,3.34908,1.66967,0.00882,0.00000,0.02941,5.59187,9.50000,9.60000,9.50000,
8,CHA,20.117,7220.564,1,1,MSM_Rate_2C,3.35052,1.66967,0.00931,0.00000,0.03105,5.59409,9.50000,9.60000,9.50000,
8,CHA,21.116,7221.563,1,1,MSM_Rate_2C,3.35174,1.66967,0.00983,0.00000,0.03277,5.59632,9.50000,9.60000,9.50000,
8,CHA,22.170,7222.617,1,1,MSM_Rate_2C,3.35319,1.67004,0.01031,0.00000,0.03439,5.59995,9.50000,9.60000,9.50000,
8,CHA,23.095,7223.542,1,1,MSM_Rate_2C,3.35430,1.67004,0.01077,0.00000,0.03594,5.60181,9.50000,9.60000,9.50000,
8,CHA,23.162,7223.609,1,1,MSM_Rate_2C,3.35452,1.66967,0.01077,0.00000,0.03594,5.60181,9.50000,9.60000,9.50000,
8,CHA,23.968,7224.415,1,1,MSM_Rate_2C,3.35541,1.66967,0.01116,0.00000,0.03725,5.60245,9.50000,9.60000,9.50000,
8,CHA,25.038,7225.485,1,1,MSM_Rate_2C,3.35664,1.67004,0.01160,0.00000,0.03870,5.60571,9.50000,9.60000,9.50000,
8,CHA,26.040,7226.487,1,1,MSM_Rate_2C,3.35797,1.66967,0.01216,0.00000,0.04059,5.60672,9.50000,9.60000,9.50000,
8,CHA,27.039,7227.486,1,1,MSM_Rate_2C,3.35908,1.67004,0.01252,0.00000,0.04182,5.60979,9.50000,9.60000,9.50000,
8,CHA,28.036,7228.483,1,1,MSM_Rate_2C,3.36031,1.67004,0.01308,0.00000,0.04369,5.61184,9.50000,9.60000,9.50000,
8,CHA,29.032,7229.479,1,1,MSM_Rate_2C,3.36153,1.67004,0.01345,0.00000,0.04493,5.61369,9.50000,9.60000,9.50000,
8,CHA,29.992,7230.439,1,1,MSM_Rate_2C,3.36264,1.66967,0.01394,0.00000,0.04658,5.61452,9.50000,9.60000,9.50000,
8,CHA,31.011,7231.458,1,1,MSM_Rate_2C,3.36387,1.67004,0.01438,0.00000,0.04805,5.61741,9.50000,9.60000,9.50000,
8,CHA,31.693,7232.140,1,1,MSM_Rate_2C,3.36453,1.66967,0.01469,0.00000,0.04909,5.61871,9.50000,9.60000,9.50000,
8,CHA,32.037,7232.484,1,1,MSM_Rate_2C,3.36487,1.66967,0.01488,0.00000,0.04974,5.61823,9.50000,9.60000,9.50000,
8,CHA,33.153,7233.600,1,1,MSM_Rate_2C,3.36620,1.67004,0.01536,0.00000,0.05136,5.62028,9.50000,9.60000,9.50000,
8,CHA,34.050,7234.497,1,1,MSM_Rate_2C,3.36731,1.66967,0.01585,0.00000,0.05301,5.62232,9.50000,9.60000,9.50000,
8,CHA,35.099,7235.546,1,1,MSM_Rate_2C,3.36843,1.67004,0.01629,0.00000,0.05448,5.62380,9.50000,9.60000,9.50000,
8,CHA,36.143,7236.590,1,1,MSM_Rate_2C,3.36943,1.67004,0.01678,0.00000,0.05614,5.62707,9.50000,9.60000,9.50000,
8,CHA,37.089,7237.536,1,1,MSM_Rate_2C,3.37054,1.66967,0.01721,0.00000,0.05761,5.62892,9.50000,9.60000,9.50000,
8,CHA,38.086,7238.533,1,1,MSM_Rate_2C,3.37154,1.67004,0.01764,0.00000,0.05903,5.62919,9.50000,9.60000,9.50000,
8,CHA,38.996,7239.443,1,1,MSM_Rate_2C,3.37265,1.66967,0.01815,0.00000,0.06075,5.63123,9.50000,9.60000,9.50000,
8,CHA,40.105,7240.552,1,1,MSM_Rate_2C,3.37365,1.67004,0.01858,0.00000,0.06222,5.63412,9.50000,9.60000,9.50000,
8,CHA,40.747,7241.194,1,1,MSM_Rate_2C,3.37454,1.67004,0.01893,0.00000,0.06339,5.63402,9.50000,9.60000,9.50000,
8,CHA,41.048,7241.495,1,1,MSM_Rate_2C,3.37477,1.67004,0.01909,0.00000,0.06392,5.63598,9.50000,9.60000,9.50000,
8,CHA,41.998,7242.445,1,1,MSM_Rate_2C,3.37577,1.66967,0.01953,0.00000,0.06540,5.63643,9.50000,9.60000,9.50000,
8,CHA,43.091,7243.538,1,1,MSM_Rate_2C,3.37677,1.66967,0.02002,0.00000,0.06709,5.63810,9.50000,9.60000,9.50000,
8,CHA,43.969,7244.416,1,1,MSM_Rate_2C,3.37777,1.67004,0.02044,0.00000,0.06850,5.64099,9.50000,9.60000,9.50000,
8,CHA,45.096,7245.543,1,1,MSM_Rate_2C,3.37877,1.67004,0.02096,0.00000,0.07024,5.64267,9.50000,9.60000,9.50000,
8,CHA,46.010,7246.457,1,1,MSM_Rate_2C,3.37977,1.67004,0.02136,0.00000,0.07160,5.64312,9.50000,9.60000,9.50000,
8,CHA,47.037,7247.484,1,1,MSM_Rate_2C,3.38077,1.66967,0.02187,0.00000,0.07332,5.64479,9.50000,9.60000,9.50000,
8,CHA,48.013,7248.460,1,1,MSM_Rate_2C,3.38177,1.67004,0.02229,0.00000,0.07473,5.64750,9.50000,9.60000,9.50000,
8,CHA,49.010,7249.457,1,1,MSM_Rate_2C,3.38277,1.67004,0.02278,0.00000,0.07638,5.64935,9.50000,9.60000,9.50000,
8,CHA,49.981,7250.428,1,1,MSM_Rate_2C,3.38366,1.67004,0.02319,0.00000,0.07779,5.64943,9.50000,9.60000,9.50000,
8,CHA,50.833,7251.280,1,1,MSM_Rate_2C,3.38455,1.66967,0.02360,0.00000,0.07917,5.65091,9.50000,9.60000,9.50000,
8,CHA,51.108,7251.555,1,1,MSM_Rate_2C,3.38477,1.66967,0.02369,0.00000,0.07949,5.65110,9.50000,9.60000,9.50000,
8,CHA,52.165,7252.612,1,1,MSM_Rate_2C,3.38566,1.66967,0.02424,0.00000,0.08133,5.65296,9.50000,9.60000,9.50000,
8,CHA,53.158,7253.605,1,1,MSM_Rate_2C,3.38667,1.66967,0.02462,0.00000,0.08264,5.65567,9.50000,9.60000,9.50000,
8,CHA,54.013,7254.460,1,1,MSM_Rate_2C,3.38756,1.67004,0.02506,0.00000,0.08411,5.65715,9.50000,9.60000,9.50000,
8,CHA,55.051,7255.498,1,1,MSM_Rate_2C,3.38844,1.66967,0.02561,0.00000,0.08597,5.65760,9.50000,9.60000,9.50000,
8,CHA,56.057,7256.504,1,1,MSM_Rate_2C,3.38933,1.66967,0.02606,0.00000,0.08750,5.65909,9.50000,9.60000,9.50000,
8,CHA,57.032,7257.479,1,1,MSM_Rate_2C,3.39034,1.66967,0.02649,0.00000,0.08898,5.66180,9.50000,9.60000,9.50000,
8,CHA,58.066,7258.513,1,1,MSM_Rate_2C,3.39123,1.67004,0.02700,0.00000,0.09068,5.66347,9.50000,9.60000,9.50000,
8,CHA,59.053,7259.500,1,1,MSM_Rate_2C,3.39200,1.67004,0.02744,0.00000,0.09220,5.66477,9.50000,9.60000,9.50000,
8,CHA,60.071,7260.518,1,1,MSM_Rate_2C,3.39300,1.67004,0.02788,0.00000,0.09367,5.66625,9.50000,9.60000,9.50000,
8,CHA,61.140,7261.587,1,1,MSM_Rate_2C,3.39389,1.67004,0.02840,0.00000,0.09543,5.66793,9.50000,9.60000,9.50000,
8,CHA,61.647,7262.094,1,1,MSM_Rate_2C,3.39456,1.67004,0.02863,0.00000,0.09621,5.66744,9.50000,9.60000,9.50000,
8,CHA,62.083,7262.530,1,1,MSM_Rate_2C,3.39478,1.67004,0.02881,0.00000,0.09684,5.66800,9.50000,9.60000,9.50000,
8,CHA,63.061,7263.508,1,1,MSM_Rate_2C,3.39567,1.67004,0.02925,0.00000,0.09833,5.67053,9.50000,9.60000,9.50000,
8,CHA,64.028,7264.475,1,1,MSM_Rate_2C,3.39656,1.67004,0.02975,0.00000,0.10002,5.67078,9.50000,9.60000,9.50000,
8,CHA,65.043,7265.490,1,1,MSM_Rate_2C,3.39745,1.67004,0.03025,0.00000,0.10171,5.67387,9.50000,9.60000,9.50000,
8,CHA,65.985,7266.432,1,1,MSM_Rate_2C,3.39823,1.66967,0.03068,0.00000,0.10320,5.67394,9.50000,9.60000,9.50000,
8,CHA,66.989,7267.436,1,1,MSM_Rate_2C,3.39901,1.67004,0.03113,0.00000,0.10471,5.67647,9.50000,9.60000,9.50000,
8,CHA,68.163,7268.610,1,1,MSM_Rate_2C,3.40001,1.67004,0.03165,0.00000,0.10647,5.67814,9.50000,9.60000,9.50000,
8,CHA,69.167,7269.614,1,1,MSM_Rate_2C,3.40079,1.66967,0.03206,0.00000,0.10789,5.67944,9.50000,9.60000,9.50000,
8,CHA,69.980,7270.427,1,1,MSM_Rate_2C,3.40168,1.67004,0.03249,0.00000,0.10934,5.67933,9.50000,9.60000,9.60000,
8,CHA,70.980,7271.427,1,1,MSM_Rate_2C,3.40246,1.66967,0.03300,0.00000,0.11108,5.68100,9.50000,9.60000,9.60000,
8,CHA,71.987,7272.434,1,1,MSM_Rate_2C,3.40324,1.66967,0.03343,0.00000,0.11254,5.68334,9.50000,9.60000,9.60000,
8,CHA,72.999,7273.446,1,1,MSM_Rate_2C,3.40401,1.67004,0.03394,0.00000,0.11427,5.68483,9.50000,9.60000,9.60000,
8,CHA,73.627,7274.074,1,1,MSM_Rate_2C,3.40457,1.66967,0.03418,0.00000,0.11509,5.68434,9.50000,9.60000,9.60000,
8,CHA,74.075,7274.522,1,1,MSM_Rate_2C,3.40490,1.66967,0.03438,0.00000,0.11577,5.68613,9.50000,9.60000,9.60000,
8,CHA,75.105,7275.552,1,1,MSM_Rate_2C,3.40579,1.66967,0.03491,0.00000,0.11757,5.68657,9.50000,9.60000,9.60000,
8,CHA,76.038,7276.485,1,1,MSM_Rate_2C,3.40646,1.66967,0.03532,0.00000,0.11898,5.68768,9.50000,9.60000,9.60000,
8,CHA,77.075,7277.522,1,1,MSM_Rate_2C,3.40724,1.67004,0.03575,0.00000,0.12045,5.68880,9.50000,9.60000,9.60000,
8,CHA,78.081,7278.528,1,1,MSM_Rate_2C,3.40802,1.66967,0.03629,0.00000,0.12227,5.69028,9.50000,9.60000,9.60000,
8,CHA,79.129,7279.576,1,1,MSM_Rate_2C,3.40891,1.66967,0.03669,0.00000,0.12364,5.69158,9.50000,9.60000,9.60000,
8,CHA,80.064,7280.511,1,1,MSM_Rate_2C,3.40958,1.67004,0.03715,0.00000,0.12522,5.69411,9.50000,9.60000,9.60000,
8,CHA,81.003,7281.450,1,1,MSM_Rate_2C,3.41035,1.67004,0.03759,0.00000,0.12671,5.69399,9.50000,9.60000,9.60000,
8,CHA,82.047,7282.494,1,1,MSM_Rate_2C,3.41102,1.66967,0.03812,0.00000,0.12851,5.69529,9.50000,9.60000,9.60000,
8,CHA,83.008,7283.455,1,1,MSM_Rate_2C,3.41180,1.66967,0.03851,0.00000,0.12983,5.69783,9.50000,9.60000,9.60000,
8,CHA,84.029,7284.476,1,1,MSM_Rate_2C,3.41258,1.66967,0.03899,0.00000,0.13148,5.69789,9.50000,9.60000,9.60000,
8,CHA,85.102,7285.549,1,1,MSM_Rate_2C,3.41347,1.67004,0.03953,0.00000,0.13334,5.70061,9.50000,9.60000,9.60000,
8,CHA,86.077,7286.524,1,1,MSM_Rate_2C,3.41425,1.67004,0.03993,0.00000,0.13469,5.70049,9.50000,9.60000,9.60000,
8,CHA,86.718,7287.165,1,1,MSM_Rate_2C,3.41458,1.66967,0.04029,0.00000,0.13592,5.70124,9.50000,9.60000,9.60000,
8,CHA,87.032,7287.479,1,1,MSM_Rate_2C,3.41491,1.66967,0.04038,0.00000,0.13623,5.70284,9.50000,9.60000,9.60000,
8,CHA,88.093,7288.540,1,1,MSM_Rate_2C,3.41558,1.67004,0.04089,0.00000,0.13797,5.70414,9.50000,9.60000,9.60000,
8,CHA,89.070,7289.517,1,1,MSM_Rate_2C,3.41636,1.66967,0.04132,0.00000,0.13943,5.70402,9.50000,9.60000,9.60000,
8,CHA,90.133,7290.580,1,1,MSM_Rate_2C,3.41703,1.66967,0.04183,0.00000,0.14120,5.70532,9.50000,9.60000,9.60000,
8,CHA,90.984,7291.431,1,1,MSM_Rate_2C,3.41781,1.67004,0.04226,0.00000,0.14265,5.70786,9.50000,9.60000,9.60000,
8,CHA,92.094,7292.541,1,1,MSM_Rate_2C,3.41847,1.67004,0.04270,0.00000,0.14415,5.70755,9.50000,9.60000,9.60000,
8,CHA,93.096,7293.543,1,1,MSM_Rate_2C,3.41914,1.66967,0.04323,0.00000,0.14598,5.70885,9.50000,9.60000,9.60000,
8,CHA,94.086,7294.533,1,1,MSM_Rate_2C,3.41992,1.66967,0.04364,0.00000,0.14737,5.71139,9.50000,9.60000,9.60000,
8,CHA,95.038,7295.485,1,1,MSM_Rate_2C,3.42059,1.66967,0.04408,0.00000,0.14888,5.71108,9.50000,9.60000,9.60000,
8,CHA,96.023,7296.470,1,1,MSM_Rate_2C,3.42125,1.67004,0.04458,0.00000,0.15059,5.71362,9.50000,9.60000,9.60000,
8,CHA,97.011,7297.458,1,1,MSM_Rate_2C,3.42192,1.66967,0.04506,0.00000,0.15224,5.71349,9.50000,9.60000,9.60000,
8,CHA,98.063,7298.510,1,1,MSM_Rate_2C,3.42259,1.66967,0.04547,0.00000,0.15362,5.71461,9.50000,9.60000,9.60000,
