

Measurement ID,6444,
Battery Name,LG M50,
Battery Type,
Circuit,MCCD_1271,
Program,168 - MSM_Rate_2C,
Start Time,8/26/2020 12:01:58 PM,
End Time,8/27/2020 5:49:18 AM,
Test section,TS006132,
Comment,
OrderNo,



Step,Status,Step Time,Prog Time,Cycle,Cycle Level,Procedure,Voltage,Current,AhAccu,AhPrev,WhAccu,Watt,LogTemp001
8,CHA,2989.987,10190.564,1,1,MSM_Rate_2C,3.73007,1.67003,1.38694,0,5.03069,6.22934,1.7
8,CHA,2991.054,10191.631,1,1,MSM_Rate_2C,3.73007,1.67003,1.38748,0,5.03268,6.22934,1.7
8,CHA,2992,10192.577,1,1,MSM_Rate_2C,3.73007,1.67003,1.38785,0,5.03408,6.22934,1.7
8,CHA,2993.017,10193.594,1,1,MSM_Rate_2C,3.73018,1.66967,1.38837,0,5.03601,6.22819,1.7
8,CHA,2993.993,10194.57,1,1,MSM_Rate_2C,3.73018,1.67003,1.38876,0,5.03748,6.22953,1.7
8,CHA,2995,10195.577,1,1,MSM_Rate_2C,3.73029,1.67003,1.38925,0,5.03928,6.22971,1.7
8,CHA,2996.042,10196.619,1,1,MSM_Rate_2C,3.73029,1.66967,1.38973,0,5.04107,6.22971,1.7
8,CHA,2997.055,10197.632,1,1,MSM_Rate_2C,3.73041,1.66967,1.39024,0,5.04298,6.22856,1.7
8,CHA,2998.022,10198.599,1,1,MSM_Rate_2C,3.73041,1.67003,1.39064,0,5.04447,6.2299,1.7
8,CHA,2999.023,10199.6,1,1,MSM_Rate_2C,3.73052,1.67003,1.39116,0,5.0464,6.23008,1.7
8,CHA,3000.064,10200.641,1,1,MSM_Rate_2C,3.73052,1.66967,1.39164,0,5.04821,6.22875,1.7
8,CHA,3001.102,10201.679,1,1,MSM_Rate_2C,3.73063,1.67003,1.39212,0,5.04998,6.23027,1.7
8,CHA,3002.005,10202.582,1,1,MSM_Rate_2C,3.73063,1.66967,1.39257,0,5.05166,6.22893,1.7
8,CHA,3003.079,10203.656,1,1,MSM_Rate_2C,3.73074,1.67003,1.39305,0,5.05347,6.23046,1.7
8,CHA,3004.082,10204.659,1,1,MSM_Rate_2C,3.73074,1.67003,1.39346,0,5.05502,6.23046,1.7
8,CHA,3005.078,10205.655,1,1,MSM_Rate_2C,3.73085,1.67003,1.39398,0,5.05692,6.23064,1.7
8,CHA,3005.964,10206.541,1,1,MSM_Rate_2C,3.73085,1.66967,1.3944,0,5.05849,6.2293,1.7
8,CHA,3007.093,10207.67,1,1,MSM_Rate_2C,3.73096,1.66967,1.39493,0,5.06048,6.22949,1.7
8,CHA,3008.08,10208.657,1,1,MSM_Rate_2C,3.73096,1.66967,1.3953,0,5.06185,6.23083,1.7
8,CHA,3009.046,10209.623,1,1,MSM_Rate_2C,3.73107,1.66967,1.39584,0,5.06388,6.22967,1.7
8,CHA,3010.05,10210.627,1,1,MSM_Rate_2C,3.73107,1.67003,1.39621,0,5.06526,6.23101,1.7
8,CHA,3011.02,10211.597,1,1,MSM_Rate_2C,3.73118,1.67003,1.39673,0,5.06719,6.2312,1.7
8,CHA,3011.999,10212.576,1,1,MSM_Rate_2C,3.73118,1.67003,1.39713,0,5.06869,6.2312,1.7
8,CHA,3013.068,10213.645,1,1,MSM_Rate_2C,3.7313,1.66967,1.39766,0,5.07066,6.23138,1.7
8,CHA,3014.065,10214.642,1,1,MSM_Rate_2C,3.7313,1.67003,1.39816,0,5.07254,6.23138,1.7
8,CHA,3015.068,10215.645,1,1,MSM_Rate_2C,3.73141,1.66967,1.39858,0,5.07411,6.23023,1.7
8,CHA,3016.034,10216.611,1,1,MSM_Rate_2C,3.73152,1.67003,1.39908,0,5.07598,6.23176,1.7
8,CHA,3017.015,10217.592,1,1,MSM_Rate_2C,3.73152,1.66967,1.39949,0,5.07749,6.23176,1.7
8,CHA,3018.003,10218.58,1,1,MSM_Rate_2C,3.73163,1.66967,1.4,0,5.07938,6.2306,1.7
8,CHA,3019.174,10219.751,1,1,MSM_Rate_2C,3.73163,1.67003,1.40049,0,5.08123,6.23194,1.7
8,CHA,3020.04,10220.617,1,1,MSM_Rate_2C,3.73174,1.67003,1.40091,0,5.0828,6.23213,1.7
8,CHA,3021.001,10221.578,1,1,MSM_Rate_2C,3.73174,1.67003,1.40133,0,5.08435,6.23213,1.7
8,CHA,3022.152,10222.729,1,1,MSM_Rate_2C,3.73185,1.66967,1.40182,0,5.0862,6.23097,1.7
8,CHA,3023.068,10223.645,1,1,MSM_Rate_2C,3.73185,1.66967,1.40234,0,5.08813,6.23097,1.7
8,CHA,3024.102,10224.679,1,1,MSM_Rate_2C,3.73196,1.66967,1.40273,0,5.08959,6.23116,1.7
8,CHA,3025.025,10225.602,1,1,MSM_Rate_2C,3.73196,1.67003,1.40317,0,5.09121,6.2325,1.7
8,CHA,3026.024,10226.601,1,1,MSM_Rate_2C,3.73207,1.67003,1.40367,0,5.09308,6.23268,1.7
8,CHA,3027.01,10227.587,1,1,MSM_Rate_2C,3.73207,1.66967,1.40408,0,5.09461,6.23135,1.7
8,CHA,3028.031,10228.608,1,1,MSM_Rate_2C,3.73207,1.67003,1.40458,0,5.09649,6.23287,1.7
8,CHA,3029.019,10229.596,1,1,MSM_Rate_2C,3.73219,1.66967,1.40505,0,5.09824,6.23153,1.7
8,CHA,3030.002,10230.579,1,1,MSM_Rate_2C,3.7323,1.67003,1.40547,0,5.09982,6.23306,1.7
8,CHA,3030.993,10231.57,1,1,MSM_Rate_2C,3.7323,1.66967,1.40602,0,5.10187,6.23172,1.7
8,CHA,3032.034,10232.611,1,1,MSM_Rate_2C,3.7323,1.67003,1.40651,0,5.10368,6.23306,1.7
8,CHA,3033.02,10233.597,1,1,MSM_Rate_2C,3.73241,1.66967,1.40691,0,5.1052,6.23324,1.7
8,CHA,3034.003,10234.58,1,1,MSM_Rate_2C,3.73252,1.67003,1.40742,0,5.10708,6.23343,1.7
8,CHA,3035.011,10235.588,1,1,MSM_Rate_2C,3.73252,1.67003,1.40789,0,5.10883,6.23343,1.7
8,CHA,3036.022,10236.599,1,1,MSM_Rate_2C,3.73263,1.67003,1.40828,0,5.11028,6.23361,1.7
8,CHA,3037.008,10237.585,1,1,MSM_Rate_2C,3.73274,1.67003,1.40881,0,5.11229,6.2338,1.7
8,CHA,3038.177,10238.754,1,1,MSM_Rate_2C,3.73274,1.66967,1.4093,0,5.11409,6.23246,1.7
8,CHA,3038.99,10239.567,1,1,MSM_Rate_2C,3.73274,1.67003,1.40972,0,5.11569,6.2338,1.7
8,CHA,3040.016,10240.593,1,1,MSM_Rate_2C,3.73285,1.66967,1.41015,0,5.11728,6.23265,1.7
8,CHA,3041.05,10241.627,1,1,MSM_Rate_2C,3.73285,1.67003,1.41064,0,5.11911,6.23399,1.7
8,CHA,3042.079,10242.656,1,1,MSM_Rate_2C,3.73296,1.66967,1.41107,0,5.1207,6.23417,1.7
8,CHA,3042.977,10243.554,1,1,MSM_Rate_2C,3.73296,1.66967,1.41155,0,5.1225,6.23283,1.7
8,CHA,3044.101,10244.678,1,1,MSM_Rate_2C,3.73308,1.67003,1.41206,0,5.1244,6.23436,1.7
8,CHA,3045.002,10245.579,1,1,MSM_Rate_2C,3.73308,1.67003,1.41246,0,5.12592,6.23436,1.7
8,CHA,3045.99,10246.567,1,1,MSM_Rate_2C,3.73319,1.66967,1.41294,0,5.12771,6.2332,1.7
8,CHA,3047.085,10247.662,1,1,MSM_Rate_2C,3.73319,1.67003,1.41343,0,5.12951,6.23454,1.7
8,CHA,3048.147,10248.724,1,1,MSM_Rate_2C,3.7333,1.66967,1.41395,0,5.13147,6.23339,1.7
8,CHA,3049.043,10249.62,1,1,MSM_Rate_2C,3.7333,1.66967,1.41434,0,5.13291,6.23473,1.7
8,CHA,3049.995,10250.572,1,1,MSM_Rate_2C,3.73341,1.66967,1.41482,0,5.13471,6.23357,1.7
8,CHA,3051.055,10251.632,1,1,MSM_Rate_2C,3.73341,1.66967,1.41524,0,5.1363,6.23491,1.7
8,CHA,3052.037,10252.614,1,1,MSM_Rate_2C,3.73352,1.66967,1.41577,0,5.13825,6.23376,1.7
8,CHA,3053.048,10253.625,1,1,MSM_Rate_2C,3.73352,1.67003,1.41622,0,5.13992,6.2351,1.7
8,CHA,3054.096,10254.673,1,1,MSM_Rate_2C,3.73363,1.67003,1.41664,0,5.14152,6.23529,1.7
8,CHA,3055.034,10255.611,1,1,MSM_Rate_2C,3.73374,1.66967,1.41713,0,5.14335,6.23413,1.7
8,CHA,3056.118,10256.695,1,1,MSM_Rate_2C,3.73374,1.66967,1.41761,0,5.14515,6.23413,1.7
8,CHA,3056.99,10257.567,1,1,MSM_Rate_2C,3.73374,1.66967,1.41803,0,5.14671,6.23547,1.7
8,CHA,3058.026,10258.603,1,1,MSM_Rate_2C,3.73385,1.67003,1.41851,0,5.14851,6.23566,1.7
8,CHA,3059.044,10259.621,1,1,MSM_Rate_2C,3.73385,1.67003,1.419,0,5.15031,6.23566,1.7
8,CHA,3060.038,10260.615,1,1,MSM_Rate_2C,3.73396,1.66967,1.41948,0,5.15211,6.2345,1.7
8,CHA,3061.155,10261.732,1,1,MSM_Rate_2C,3.73396,1.66967,1.41996,0,5.15391,6.2345,1.7
8,CHA,3062.012,10262.589,1,1,MSM_Rate_2C,3.73408,1.66967,1.42039,0,5.15552,6.23469,1.7
8,CHA,3063.069,10263.646,1,1,MSM_Rate_2C,3.73408,1.66967,1.42081,0,5.15708,6.23487,1.7
8,CHA,3064.135,10264.712,1,1,MSM_Rate_2C,3.73419,1.66967,1.4213,0,5.1589,6.23621,1.7
8,CHA,3065.016,10265.593,1,1,MSM_Rate_2C,3.73419,1.66967,1.42173,0,5.16052,6.23506,1.7
8,CHA,3066.006,10266.583,1,1,MSM_Rate_2C,3.7343,1.67003,1.42222,0,5.16236,6.2364,1.7
8,CHA,3067.099,10267.676,1,1,MSM_Rate_2C,3.73441,1.66967,1.42275,0,5.16431,6.23525,1.7
8,CHA,3068.085,10268.662,1,1,MSM_Rate_2C,3.73441,1.66967,1.42315,0,5.1658,6.23525,1.7
8,CHA,3069.119,10269.696,1,1,MSM_Rate_2C,3.73452,1.66967,1.42361,0,5.16753,6.23525,1.7
8,CHA,3070.045,10270.622,1,1,MSM_Rate_2C,3.73452,1.67003,1.42409,0,5.16933,6.23677,1.7
8,CHA,3071.01,10271.587,1,1,MSM_Rate_2C,3.73463,1.67003,1.42452,0,5.17093,6.23677,1.7
8,CHA,3072.007,10272.584,1,1,MSM_Rate_2C,3.73463,1.66967,1.42504,0,5.17287,6.23562,1.7
8,CHA,3073.055,10273.632,1,1,MSM_Rate_2C,3.73474,1.66967,1.42546,0,5.17446,6.23714,1.7
8,CHA,3074.036,10274.613,1,1,MSM_Rate_2C,3.73474,1.66967,1.42599,0,5.17641,6.2358,1.7
8,CHA,3075.019,10275.596,1,1,MSM_Rate_2C,3.73485,1.67003,1.42635,0,5.17776,6.23714,1.7
8,CHA,3075.997,10276.574,1,1,MSM_Rate_2C,3.73485,1.67003,1.4269,0,5.17982,6.23733,1.7
8,CHA,3077.036,10277.613,1,1,MSM_Rate_2C,3.73497,1.67003,1.42738,0,5.18161,6.23751,1.7
8,CHA,3078.019,10278.596,1,1,MSM_Rate_2C,3.73497,1.66967,1.42774,0,5.18295,6.23617,1.7
8,CHA,3078.998,10279.575,1,1,MSM_Rate_2C,3.73508,1.67003,1.42829,0,5.18501,6.2377,1.7
8,CHA,3080.033,10280.61,1,1,MSM_Rate_2C,3.73508,1.67003,1.42875,0,5.18672,6.2377,1.7
8,CHA,3080.999,10281.576,1,1,MSM_Rate_2C,3.73519,1.66967,1.42913,0,5.18815,6.23655,1.7
8,CHA,3082.063,10282.64,1,1,MSM_Rate_2C,3.7353,1.67003,1.42963,0,5.19002,6.23789,1.7
8,CHA,3083.048,10283.625,1,1,MSM_Rate_2C,3.7353,1.66967,1.43015,0,5.19197,6.23673,1.7
8,CHA,3084.046,10284.623,1,1,MSM_Rate_2C,3.73541,1.67003,1.43058,0,5.19357,6.23807,1.7
8,CHA,3085.003,10285.58,1,1,MSM_Rate_2C,3.73541,1.67003,1.43101,0,5.19519,6.23807,1.7
8,CHA,3086.039,10286.616,1,1,MSM_Rate_2C,3.73541,1.66967,1.4315,0,5.19701,6.23692,1.7
8,CHA,3087.052,10287.629,1,1,MSM_Rate_2C,3.73552,1.66967,1.43202,0,5.19894,6.2371,1.7
8,CHA,3088.051,10288.628,1,1,MSM_Rate_2C,3.73552,1.66967,1.43241,0,5.2004,6.2371,1.7
8,CHA,3089.023,10289.6,1,1,MSM_Rate_2C,3.73563,1.66967,1.43292,0,5.20232,6.23729,1.7
8,CHA,3089.963,10290.54,1,1,MSM_Rate_2C,3.73563,1.67003,1.4333,0,5.20374,6.23863,1.7
8,CHA,3091.007,10291.584,1,1,MSM_Rate_2C,3.73574,1.67003,1.43386,0,5.20581,6.23882,1.7
8,CHA,3092.055,10292.632,1,1,MSM_Rate_2C,3.73574,1.66967,1.43432,0,5.20755,6.23747,1.7
8,CHA,3093.098,10293.675,1,1,MSM_Rate_2C,3.73586,1.66967,1.4348,0,5.20935,6.23766,1.7
8,CHA,3094.077,10294.654,1,1,MSM_Rate_2C,3.73586,1.66967,1.4352,0,5.21082,6.239,1.7
8,CHA,3095,10295.577,1,1,MSM_Rate_2C,3.73597,1.67003,1.43562,0,5.21241,6.23919,1.7
8,CHA,3096.029,10296.606,1,1,MSM_Rate_2C,3.73608,1.67003,1.43611,0,5.21424,6.23919,1.7
8,CHA,3097.031,10297.608,1,1,MSM_Rate_2C,3.73608,1.66967,1.43665,0,5.21624,6.23803,1.7
8,CHA,3098.029,10298.606,1,1,MSM_Rate_2C,3.73608,1.67003,1.43702,0,5.21764,6.23937,1.7
8,CHA,3099.026,10299.603,1,1,MSM_Rate_2C,3.73619,1.67003,1.43758,0,5.21971,6.23956,1.7
8,CHA,3100.01,10300.587,1,1,MSM_Rate_2C,3.73619,1.66967,1.43796,0,5.22113,6.23956,1.7
8,CHA,3100.994,10301.571,1,1,MSM_Rate_2C,3.7363,1.67003,1.43849,0,5.22312,6.23974,1.7
8,CHA,3102.092,10302.669,1,1,MSM_Rate_2C,3.73641,1.66967,1.43898,0,5.22495,6.23859,1.7
8,CHA,3103.031,10303.608,1,1,MSM_Rate_2C,3.73641,1.67003,1.43936,0,5.22637,6.23859,1.7
8,CHA,3104.004,10304.581,1,1,MSM_Rate_2C,3.73652,1.67003,1.43989,0,5.22834,6.24012,1.7
8,CHA,3105.13,10305.707,1,1,MSM_Rate_2C,3.73652,1.66967,1.44031,0,5.22991,6.23877,1.7
8,CHA,3105.662,10306.239,1,1,MSM_Rate_2C,3.73663,1.67003,1.44062,0,5.23109,6.2403,1.7
8,CHA,3105.995,10306.572,1,1,MSM_Rate_2C,3.73663,1.67003,1.44075,0,5.23156,6.24012,1.7
8,CHA,3107.004,10307.581,1,1,MSM_Rate_2C,3.73663,1.67003,1.44127,0,5.2335,6.2403,1.7
8,CHA,3108.041,10308.618,1,1,MSM_Rate_2C,3.73675,1.67003,1.44166,0,5.23498,6.23896,1.7
8,CHA,3109.025,10309.602,1,1,MSM_Rate_2C,3.73675,1.67003,1.44222,0,5.23704,6.24049,1.7
8,CHA,3110.007,10310.584,1,1,MSM_Rate_2C,3.73675,1.66967,1.4426,0,5.23847,6.24049,1.7
8,CHA,3111.097,10311.674,1,1,MSM_Rate_2C,3.73686,1.67003,1.44309,0,5.24031,6.23933,1.7
8,CHA,3112.181,10312.758,1,1,MSM_Rate_2C,3.73697,1.67003,1.44362,0,5.24229,6.24086,1.7
8,CHA,3113.137,10313.714,1,1,MSM_Rate_2C,3.73697,1.67003,1.44404,0,5.24386,6.24086,1.7
8,CHA,3114.047,10314.624,1,1,MSM_Rate_2C,3.73708,1.67003,1.44452,0,5.24566,6.24104,1.7
8,CHA,3115.094,10315.671,1,1,MSM_Rate_2C,3.73708,1.66967,1.44495,0,5.24725,6.24104,1.7
8,CHA,3116.061,10316.638,1,1,MSM_Rate_2C,3.73719,1.66967,1.44548,0,5.24923,6.23989,1.7
8,CHA,3117.119,10317.696,1,1,MSM_Rate_2C,3.73719,1.67003,1.44593,0,5.25091,6.24123,1.7
8,CHA,3118.041,10318.618,1,1,MSM_Rate_2C,3.73719,1.66967,1.44639,0,5.25262,6.23989,1.7
8,CHA,3119.084,10319.661,1,1,MSM_Rate_2C,3.7373,1.66967,1.44684,0,5.25431,6.24007,1.7
8,CHA,3120.093,10320.67,1,1,MSM_Rate_2C,3.73741,1.66967,1.44732,0,5.25613,6.24026,1.7
8,CHA,3121.005,10321.582,1,1,MSM_Rate_2C,3.73741,1.67003,1.44774,0,5.2577,6.2416,1.7
8,CHA,3122.094,10322.671,1,1,MSM_Rate_2C,3.73752,1.67003,1.44828,0,5.2597,6.24179,1.7
8,CHA,3122.989,10323.566,1,1,MSM_Rate_2C,3.73752,1.67003,1.44867,0,5.26115,6.24179,1.7
8,CHA,3124.027,10324.604,1,1,MSM_Rate_2C,3.73752,1.67003,1.44909,0,5.26271,6.24197,1.7
8,CHA,3125.009,10325.586,1,1,MSM_Rate_2C,3.73764,1.67003,1.44962,0,5.26472,6.24197,1.7
8,CHA,3126.013,10326.59,1,1,MSM_Rate_2C,3.73775,1.67003,1.45,0,5.26613,6.24216,1.7
8,CHA,3127.002,10327.579,1,1,MSM_Rate_2C,3.73775,1.66967,1.45056,0,5.26821,6.24082,1.7
8,CHA,3128.051,10328.628,1,1,MSM_Rate_2C,3.73786,1.67003,1.45103,0,5.26999,6.24234,1.7
8,CHA,3129.038,10329.615,1,1,MSM_Rate_2C,3.73786,1.66967,1.45143,0,5.27148,6.241,1.7
8,CHA,3130.018,10330.595,1,1,MSM_Rate_2C,3.73797,1.67003,1.4519,0,5.27325,6.24253,1.7
8,CHA,3131.003,10331.58,1,1,MSM_Rate_2C,3.73797,1.67003,1.45231,0,5.27478,6.24253,1.7
8,CHA,3132.044,10332.621,1,1,MSM_Rate_2C,3.73808,1.67003,1.45287,0,5.27685,6.24272,1.7
8,CHA,3133.023,10333.6,1,1,MSM_Rate_2C,3.73808,1.66967,1.45335,0,5.27865,6.24138,1.7
8,CHA,3134.036,10334.613,1,1,MSM_Rate_2C,3.73819,1.67003,1.45381,0,5.28039,6.2429,1.7
8,CHA,3135.028,10335.605,1,1,MSM_Rate_2C,3.73819,1.66967,1.45421,0,5.28186,6.24156,1.7
8,CHA,3136.015,10336.592,1,1,MSM_Rate_2C,3.7383,1.66967,1.45472,0,5.28378,6.24175,1.7
8,CHA,3136.996,10337.573,1,1,MSM_Rate_2C,3.7383,1.67003,1.45512,0,5.28527,6.24175,1.7
8,CHA,3137.99,10338.567,1,1,MSM_Rate_2C,3.73841,1.66967,1.45565,0,5.28726,6.24193,1.7
8,CHA,3139.121,10339.698,1,1,MSM_Rate_2C,3.73841,1.66967,1.45614,0,5.28909,6.24193,1.7
8,CHA,3140.089,10340.666,1,1,MSM_Rate_2C,3.73853,1.66967,1.45657,0,5.29069,6.24212,1.7
8,CHA,3141.068,10341.645,1,1,MSM_Rate_2C,3.73853,1.67003,1.45705,0,5.29249,6.24346,1.7
8,CHA,3142.144,10342.721,1,1,MSM_Rate_2C,3.73864,1.66967,1.45748,0,5.2941,6.24365,1.7
8,CHA,3142.971,10343.548,1,1,MSM_Rate_2C,3.73864,1.66967,1.45791,0,5.2957,6.24365,1.7
8,CHA,3144.002,10344.579,1,1,MSM_Rate_2C,3.73875,1.67003,1.45839,0,5.29751,6.24383,1.7
8,CHA,3145.143,10345.72,1,1,MSM_Rate_2C,3.73886,1.67003,1.45888,0,5.29931,6.24383,1.7
8,CHA,3146.111,10346.688,1,1,MSM_Rate_2C,3.73886,1.67003,1.45938,0,5.30121,6.24402,1.7
8,CHA,3147.051,10347.628,1,1,MSM_Rate_2C,3.73886,1.66967,1.45981,0,5.3028,6.24268,1.7
8,CHA,3148.092,10348.669,1,1,MSM_Rate_2C,3.73897,1.67003,1.46032,0,5.30473,6.2442,1.7
8,CHA,3149.058,10349.635,1,1,MSM_Rate_2C,3.73908,1.66967,1.4607,0,5.30613,6.24305,1.7
8,CHA,3150.117,10350.694,1,1,MSM_Rate_2C,3.73908,1.67003,1.46118,0,5.30793,6.24439,1.7
8,CHA,3151.054,10351.631,1,1,MSM_Rate_2C,3.73919,1.66967,1.4617,0,5.30987,6.24323,1.7
8,CHA,3151.993,10352.57,1,1,MSM_Rate_2C,3.73919,1.66967,1.46209,0,5.31133,6.24323,1.7
8,CHA,3153.02,10353.597,1,1,MSM_Rate_2C,3.7393,1.66967,1.46257,0,5.31314,6.24342,1.7
8,CHA,3154.01,10354.587,1,1,MSM_Rate_2C,3.7393,1.66967,1.463,0,5.31475,6.24342,1.7
8,CHA,3155.031,10355.608,1,1,MSM_Rate_2C,3.73942,1.67003,1.46353,0,5.31672,6.24495,1.7
8,CHA,3156.012,10356.589,1,1,MSM_Rate_2C,3.73942,1.67003,1.46392,0,5.31816,6.24495,1.7
8,CHA,3156.976,10357.553,1,1,MSM_Rate_2C,3.73942,1.66967,1.46441,0,5.32002,6.2436,1.7
8,CHA,3158.023,10358.6,1,1,MSM_Rate_2C,3.73953,1.66967,1.46494,0,5.322,6.24379,1.7
8,CHA,3159.006,10359.583,1,1,MSM_Rate_2C,3.73964,1.67003,1.46531,0,5.32336,6.24513,1.7
8,CHA,3160.053,10360.63,1,1,MSM_Rate_2C,3.73964,1.67003,1.46579,0,5.32516,6.24532,1.7
8,CHA,3161.016,10361.593,1,1,MSM_Rate_2C,3.73975,1.66967,1.46627,0,5.32696,6.2455,1.7
8,CHA,3162.018,10362.595,1,1,MSM_Rate_2C,3.73975,1.67003,1.46675,0,5.32877,6.2455,1.7
8,CHA,3163.054,10363.631,1,1,MSM_Rate_2C,3.73986,1.66967,1.46724,0,5.33059,6.24435,1.7
8,CHA,3164.01,10364.587,1,1,MSM_Rate_2C,3.73986,1.66967,1.46767,0,5.33218,6.24435,1.7
8,CHA,3165.073,10365.65,1,1,MSM_Rate_2C,3.73997,1.66967,1.46819,0,5.33416,6.24453,1.7
8,CHA,3166.022,10366.599,1,1,MSM_Rate_2C,3.73997,1.66967,1.46858,0,5.33559,6.24587,1.7
8,CHA,3167.101,10367.678,1,1,MSM_Rate_2C,3.74008,1.66967,1.46906,0,5.33739,6.24606,1.7
8,CHA,3168.07,10368.647,1,1,MSM_Rate_2C,3.74008,1.67003,1.46959,0,5.33938,6.24606,1.7
8,CHA,3169.071,10369.648,1,1,MSM_Rate_2C,3.74019,1.67003,1.47001,0,5.34096,6.24625,1.7
8,CHA,3170.01,10370.587,1,1,MSM_Rate_2C,3.74019,1.67003,1.47046,0,5.34262,6.24625,1.7
8,CHA,3171.044,10371.621,1,1,MSM_Rate_2C,3.74031,1.67003,1.47094,0,5.34442,6.24643,1.7
8,CHA,3172.002,10372.579,1,1,MSM_Rate_2C,3.74031,1.66967,1.47137,0,5.34604,6.24643,1.7
8,CHA,3173.033,10373.61,1,1,MSM_Rate_2C,3.74042,1.66967,1.47191,0,5.34804,6.24528,1.7
8,CHA,3174.037,10374.614,1,1,MSM_Rate_2C,3.74042,1.67003,1.47234,0,5.34965,6.24662,1.7
8,CHA,3175.039,10375.616,1,1,MSM_Rate_2C,3.74053,1.67003,1.47283,0,5.35149,6.2468,1.7
8,CHA,3176.064,10376.641,1,1,MSM_Rate_2C,3.74053,1.66967,1.47326,0,5.3531,6.2468,1.7
8,CHA,3177.066,10377.643,1,1,MSM_Rate_2C,3.74064,1.67003,1.47374,0,5.35492,6.24699,1.7
8,CHA,3178.067,10378.644,1,1,MSM_Rate_2C,3.74064,1.67003,1.47417,0,5.35652,6.24699,1.7
8,CHA,3179.029,10379.606,1,1,MSM_Rate_2C,3.74075,1.66967,1.47466,0,5.35835,6.24583,1.7
8,CHA,3180.151,10380.728,1,1,MSM_Rate_2C,3.74075,1.66967,1.47516,0,5.36022,6.24583,1.7
8,CHA,3181.028,10381.605,1,1,MSM_Rate_2C,3.74086,1.66967,1.47558,0,5.36177,6.24602,1.7
8,CHA,3182.003,10382.58,1,1,MSM_Rate_2C,3.74097,1.67003,1.47601,0,5.36338,6.24736,1.7
8,CHA,3182.971,10383.548,1,1,MSM_Rate_2C,3.74097,1.66967,1.4765,0,5.36522,6.2462,1.7
8,CHA,3184.128,10384.705,1,1,MSM_Rate_2C,3.74108,1.66967,1.47698,0,5.36702,6.24639,1.7
8,CHA,3185.065,10385.642,1,1,MSM_Rate_2C,3.74108,1.67003,1.47745,0,5.36879,6.24639,1.7
8,CHA,3186.071,10386.648,1,1,MSM_Rate_2C,3.7412,1.66967,1.47794,0,5.37062,6.24658,1.7
8,CHA,3187.005,10387.582,1,1,MSM_Rate_2C,3.7412,1.66967,1.47837,0,5.37221,6.24658,1.7
8,CHA,3188,10388.577,1,1,MSM_Rate_2C,3.7412,1.66967,1.47879,0,5.37379,6.2481,1.7
8,CHA,3189.034,10389.611,1,1,MSM_Rate_2C,3.74131,1.66967,1.47929,0,5.37567,6.24676,1.7
8,CHA,3190.077,10390.654,1,1,MSM_Rate_2C,3.74131,1.67003,1.47977,0,5.37746,6.2481,1.7
8,CHA,3191.06,10391.637,1,1,MSM_Rate_2C,3.74142,1.67003,1.4802,0,5.37907,6.24829,1.7
8,CHA,3191.988,10392.565,1,1,MSM_Rate_2C,3.74153,1.66967,1.48068,0,5.38088,6.24713,1.7
8,CHA,3193.114,10393.691,1,1,MSM_Rate_2C,3.74153,1.66967,1.48119,0,5.38276,6.24713,1.7
8,CHA,3194.078,10394.655,1,1,MSM_Rate_2C,3.74164,1.67003,1.4816,0,5.38429,6.24866,1.7
8,CHA,3194.976,10395.553,1,1,MSM_Rate_2C,3.74164,1.67003,1.48208,0,5.38609,6.24866,1.7
8,CHA,3196.109,10396.686,1,1,MSM_Rate_2C,3.74175,1.66967,1.48256,0,5.38789,6.2475,1.7
8,CHA,3197.054,10397.631,1,1,MSM_Rate_2C,3.74175,1.67003,1.48304,0,5.38969,6.24885,1.7
8,CHA,3198.123,10398.7,1,1,MSM_Rate_2C,3.74186,1.66967,1.48347,0,5.3913,6.24769,1.7
8,CHA,3199.106,10399.683,1,1,MSM_Rate_2C,3.74186,1.67003,1.48396,0,5.39312,6.24903,1.7
8,CHA,3200.102,10400.679,1,1,MSM_Rate_2C,3.74197,1.66967,1.48438,0,5.39471,6.24788,1.7
8,CHA,3201.058,10401.635,1,1,MSM_Rate_2C,3.74197,1.66967,1.4849,0,5.39664,6.24788,1.7
8,CHA,3202.059,10402.636,1,1,MSM_Rate_2C,3.74209,1.66967,1.48529,0,5.39813,6.2494,1.7
8,CHA,3203.001,10403.578,1,1,MSM_Rate_2C,3.74209,1.67003,1.48578,0,5.39993,6.2494,1.7
8,CHA,3204.012,10404.589,1,1,MSM_Rate_2C,3.7422,1.66967,1.48617,0,5.4014,6.24959,1.7
8,CHA,3205.007,10405.584,1,1,MSM_Rate_2C,3.7422,1.66967,1.48669,0,5.40336,6.24825,1.7
8,CHA,3206.011,10406.588,1,1,MSM_Rate_2C,3.74231,1.66967,1.48711,0,5.40491,6.24843,1.7
8,CHA,3206.979,10407.556,1,1,MSM_Rate_2C,3.74231,1.66967,1.48762,0,5.40682,6.24843,1.7
8,CHA,3207.995,10408.572,1,1,MSM_Rate_2C,3.74242,1.67003,1.48803,0,5.40836,6.24996,1.7
8,CHA,3209.085,10409.662,1,1,MSM_Rate_2C,3.74242,1.67003,1.4886,0,5.41049,6.24996,1.7
8,CHA,3210.074,10410.651,1,1,MSM_Rate_2C,3.74253,1.67003,1.489,0,5.41198,6.2488,1.7
